# CSV-File created with merge-csv.com
# -----------------------------------------------------------

"text","text_en","cmp_code","eu_code"
"Democrats also favor innovative sentencing and punishment options, including community service and boot camps for first time offenders; tougher penalties for rapists; victim-impact statements and restitution to ensure that crime victims will not be lost in the complexities of the criminal justice system; and initiatives to make our schools safe, including alternative schools for disruptive children.",NA,"605",NA
"Empowering The Poor and Expanding The Middle Class.",NA,NA,NA
"We must further the new direction set in the Family Support Act of 1988, away from subsistence and dependence and toward work, family and personal initiative and responsibility.",NA,"505",NA
"We advocate slower phasing out of Medicaid and other benefits to encourage work;",NA,"505",NA
"special savings accounts to help low-income families build assets;",NA,"401",NA
"fair lending; an indexed minimum wage; an expanded Job Corps; and an end to welfare rules that encourage family breakup and penalize individual initiative, such as the $1,000 limit on personal savings.",NA,"504",NA
"Immigration.",NA,NA,NA
"Our nation of immigrants has been invigorated repeatedly as new people, ideas and ways of life have become part of the American tapestry.",NA,"607",NA
"Democrats support immigration policies that promote fairness, non- discrimination and family reunification, and that reflect our constitutional freedoms of speech, association and travel.",NA,"503",NA
"Housing.",NA,NA,NA
"Safe, secure housing is essential to the institutions of community and family.",NA,"504",NA
"We support homeownership for working families and will honor that commitment through policies that encourage affordable mortgage credit.",NA,"701",NA
"We must also confront homelessness by renovating, preserving and expanding the stock of affordable low-income housing.",NA,"504",NA
"We support tenant management and ownership, so public housing residents can manage their own affairs and acquire property worth protecting.",NA,"401",NA
"National Service.",NA,NA,NA
"We will create new opportunities for citizens to serve each other, their communities and their country.",NA,"606",NA
"By mobilizing hundreds of thousands of volunteers, national service will enhance the role of ordinary citizens in solving unresolved community problems.",NA,"606",NA
"The Arts.",NA,NA,NA
"We believe in public support for the Arts,",NA,"502",NA
"including a National Endowment for the Arts that is free from political manipulation and firmly rooted in the First Amendment's freedom of expression guarantee.",NA,"502",NA
"IV.PRESERVING OUR NATIONAL SECURITY",NA,NA,NA
"During the past four years, we have seen the corrosive effect of foreign policies that are rooted in the past, divorced from our values, fearful of change and unable to meet its challenges.",NA,"305",NA
"Under President Bush, crises have been managed, rather than prevented; dictators like Saddam Hussein have been wooed, rather than deterred; aggression by the Serbian regime against its neighbors in what was Yugoslavia has been met by American timidity r ther than toughness; human rights abusers have been rewarded, not challenged; the environment has been neglected, not protected; and America's competitive edge in the global economy has been dulled, not honed.",NA,"305",NA
"It is time for new American leadership that can meet the challenges of a changing world.",NA,"305",NA
"At the end of World War II, American strength had defeated tyranny and American ingenuity had overcome the Depression.",NA,"305",NA
"Under President Truman, the United States led the world into a new era, redefining global security with bold approaches to tough challenges: containing communism with the NATO alliance and in Korea; building the peace through organizations such as the United Nations; and advancing global economic security through new multilateral institutions.",NA,"104",NA
"Nearly a half century later, we stand at another pivotal point in history.",NA,"107",NA
